timestamp,city,temp_mean,hum_mean,wind_mean,demand_sum,demand_mean
2018-07-01,la,0.5924746358480014,0.6776470588235294,0.15158371040723984,2.2557711772033637,0.13269242218843316
2018-07-01,phoenix,0.7560887279311905,0.13999999999999999,0.12296918767507004,0.9313103394581128,0.05478296114459487
2018-07-01,san diego,0.5622506856975474,0.721764705882353,0.18416289592760182,0.5303351759576457,0.03119618682103798
2018-07-01,san jose,0.6011184193007216,0.6158823529411765,0.19375134669252317,2.4636990034257242,0.1449234707897485
2018-07-01,seattle,0.5075386786674833,0.8664705882352941,0.16308985132514547,0.3780169729056369,0.022236292523860994
2018-07-02,dallas,0.7798670510590645,0.5121052631578947,0.270310391363023,3.918915738866397,0.20625872309823143
2018-07-02,houston,0.7408639298563293,0.6678947368421052,0.14979757085020243,3.2044464341326693,0.1686550754806668
2018-07-02,la,0.5955334238720386,0.6737500000000001,0.18896520146520146,3.3757591093117414,0.14065662955465588
2018-07-02,nyc,0.7320190131281122,0.632,0.20285714285714285,2.0838037215820617,0.10419018607910309
2018-07-02,philadelphia,0.7443549117247623,0.6345,0.11379120879120878,1.5232501557147309,0.07616250778573655
2018-07-02,phoenix,0.7938282782556209,0.11666666666666668,0.10554029304029305,1.3103978511367176,0.0545999104640299
2018-07-02,san antonio,0.738919730289962,0.6273684210526316,0.29491035280508965,1.994967981158518,0.10499831479781674
2018-07-02,san diego,0.5803531009506564,0.71,0.2032814407814408,0.8125389286826534,0.03385578869511056
2018-07-02,san jose,0.5789874754791006,0.6729166666666667,0.21118742368742371,3.404741513547182,0.14186422973113258
2018-07-02,seattle,0.4967519239474875,0.7283333333333334,0.17039072039072037,0.5395320772345065,0.022480503218104436
2018-07-03,dallas,0.7927191791157386,0.4495833333333334,0.24445970695970698,4.74051084163812,0.19752128506825498
2018-07-03,houston,0.7439376791911876,0.67125,0.20741758241758243,3.875672298349424,0.16148634576455934
2018-07-03,la,0.5944318696242643,0.6854166666666667,0.18867521367521367,3.348586888819683,0.13952445370082012
2018-07-03,nyc,0.7035536441828881,0.79,0.20161782661782665,2.420050218000623,0.10083542575002596
2018-07-03,philadelphia,0.7405387052965141,0.6970833333333334,0.12046703296703297,1.7503795546558707,0.07293248144399461
2018-07-03,phoenix,0.8124452995322167,0.12791666666666665,0.13522588522588522,1.351564933042666,0.056315205543444415
2018-07-03,san antonio,0.752829334540516,0.5983333333333334,0.28389804639804644,2.436702253970726,0.10152926058211359
2018-07-03,san diego,0.5840915949901916,0.70125,0.20961538461538462,0.8002082684521956,0.03334201118550815
2018-07-03,san jose,0.5632299683114531,0.6591666666666667,0.26535409035409036,3.3152639364683902,0.1381359973528496
2018-07-03,seattle,0.5174588803380111,0.6341666666666667,0.14122405372405375,0.5401646683276239,0.022506861180317663
2018-07-04,dallas,0.7461747397012223,0.5666666666666667,0.28371489621489626,4.186898357209593,0.17445409821706637
2018-07-04,houston,0.676248679643881,0.82,0.16146214896214897,3.069252861258175,0.1278855358857573
2018-07-04,la,0.6006299984910215,0.6466666666666666,0.17912087912087912,3.090528651510433,0.12877202714626804
2018-07-04,nyc,0.6844763844877018,0.8154166666666667,0.16242368742368743,2.134926814076612,0.08895528391985884
2018-07-04,philadelphia,0.6938697751622152,0.7675000000000001,0.09855006105006105,1.6897383992525694,0.07040576663552373
2018-07-04,phoenix,0.8217519239474874,0.17958333333333334,0.14444444444444446,1.3529566334475243,0.05637319306031351
2018-07-04,san antonio,0.7454843820733363,0.6195833333333334,0.2529456654456655,2.1333342416692624,0.08888892673621927
2018-07-04,san diego,0.5865587747095217,0.6891666666666666,0.17944139194139194,0.7843448302709437,0.032681034594622654
2018-07-04,san jose,0.5584276444846838,0.6162500000000001,0.26535409035409036,2.9847886172531926,0.12436619238554969
2018-07-04,seattle,0.5650784668779236,0.5925,0.19090354090354092,0.5261892712550608,0.021924552968960866
2018-07-05,dallas,0.7284366983552135,0.6170833333333333,0.22606837606837607,4.315880664123327,0.17982836100513863
2018-07-05,houston,0.688388411045722,0.7879166666666667,0.15926434676434678,3.4937988554967303,0.14557495231236375
2018-07-05,la,0.6249509582012976,0.6262500000000001,0.1834859584859585,3.623462317035192,0.150977596543133
2018-07-05,nyc,0.6935642070318394,0.7954166666666667,0.25700549450549454,2.339789006540019,0.09749120860583411
2018-07-05,philadelphia,0.7150030179568433,0.7258333333333334,0.15326617826617828,1.8252102148863285,0.07605042562026369
2018-07-05,phoenix,0.8449185151652331,0.16708333333333333,0.10381562881562882,1.4822874493927127,0.061761977058029695
2018-07-05,san antonio,0.6780745435340275,0.8191666666666667,0.20535714285714288,2.10769629788228,0.08782067907842833
2018-07-05,san diego,0.6075071676475026,0.7066666666666667,0.23368437118437121,0.8872236063531611,0.036967650264715046
2018-07-05,san jose,0.5802814244756299,0.625,0.1840964590964591,3.246554811585176,0.13527311714938234
2018-07-05,seattle,0.5971706654594838,0.6458333333333334,0.12196275946275947,0.5410210993459982,0.022542545806083256
2018-07-06,dallas,0.7484759317941753,0.60375,0.22164224664224663,4.280895165057615,0.17837063187740063
2018-07-06,houston,0.7131394296061565,0.71875,0.18983516483516483,3.588555843195267,0.14952316013313613
2018-07-06,la,0.7462879130828428,0.32625,0.181486568986569,4.36964730613516,0.18206863775563167
2018-07-06,nyc,0.6793420854081785,0.8066666666666666,0.3953144078144078,2.199149408284024,0.09163122534516767
2018-07-06,philadelphia,0.6911800211256979,0.78875,0.22744200244200244,1.615822563064466,0.06732594012768608
